종목코드,종목명,시가총액
9140,경인전자,30552001650
6200,한국전자홀딩스,30328432128
9460,한창제지,30251415402
35320K,대덕전자1우,30154518410
2420,세기상사,30028838440
2820,SUN&L,29880933930
5320,온타이드,29743425150
10640,진양폴리,29550000000
24070,WISCOM,29518719588
7120,미래아이앤지,29456180160
4270,남성,29404273920
69640,한세엠케이,27959257248
2025,코오롱우,27270269500
8775,호텔신라우,26992456100
30720,동원수산,26759378750
5110,한창,26467434378
44380,주연테크,26372967038
3495,대한항공우,26159198700
2210,동성제약,25900780311
2070,비비안,25445391351
143210,핸즈코퍼레이션,25441493761
84870,TBH글로벌,25090753257
15020,이스타코,24682521600
88790,진도,24385130496
1420,태원물산,24282000000
2355,넥센타이어1우B,24212500000
1685,대상우,23485622220
19685,대교우B,23156972080
00499K,롯데지주우,23080525950
18064K,한진칼우,22141597500
1770,SHD,21454745480
9310,참엔지니어링,21030145437
5257,녹십자홀딩스2우,20853653500
25890,한국주강,20786418042
12170,아센디오,20529626784
8500,일정실업,19950000000
15260,에이엔피,18768627904
9440,KC그린홀딩스,17568790596
8600,윌비스,17548606179
108675,LX하우시스우,17074738200
87,하이트진로2우B,16240083060
5725,넥센우,16004667000
204210,스타에스엠리츠,15927568525
1795,대한제당우,15817934400
152550,한국ANKOR유전,14564160000
140910,에이리츠,13969290160
145995,삼양사우,13544562000
33637L,솔루스첨단소재2우B,13526299680
4255,NPC우,12777600000
38380K,LX홀딩스1우,12689368100
1067,JW중외제약2우B,12472396200
84695,대상홀딩스우,12359411460
00806K,대덕1우,11080942980
4105,태양금속우,10906500000
225,유유제약1우,10869929350
3075,코오롱글로벌우,10681427540
12205,계양전기우,10112533350
00781K,코리아써키트2우B,10031347200
4835,덕성우,9730080000
1755,한양증권우,9633750000
1065,JW중외제약우,9608823100
1515,SK증권우,9429158740
6345,대원전선우,9213518000
4985,성신양회우,8099451450
325,노루홀딩스우,7355481800
26490K,크라운제과우,7325613200
9415,태영건설우,6285248580
7575,일양약품우,5777138400
90355,노루페인트우,5733499880
145,하이트진로홀딩스우,5692092900
545,흥국화재우,5352960000
36328K,티와이홀딩스우,5214443730
2995,금호건설우,5152649580
8355,남선알미우,4963186800
14285,금강공업우,4783886250
5745,크라운해태홀딩스우,4655626500
5965,동부건설우,4496581440
14825,동원시스템즈우,4495169220
4545,깨끗한나라우,4068037600
227,유유제약2우B,3620227200
14915,성문전자우,3192000000
11155,CJ씨푸드1우,3094000000
1525,동양우,3088655000
2785,진흥기업우B,2944543830
1527,동양2우B,2820320660
4415,서울식품우,2751706500
2787,진흥기업2우B,2379100560
10600,웰바이오텍,1545697919
1140,국보,824532176
